"P.NmPrj";"P.QdrRef";"B.NmBra";"A.VrsAny";"A.DatAny";"M.CleMtr";"M.NmMtr";"M.DmnMtr";"M.TypMtr";"M.TopVal";"MV.ValGbl";"MV.VarPndPedRef"
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"duplicated_lines_density";"Duplicated Lines (%)";"Duplications";"PERCENT";-1;8.60;1.30
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"new_duplicated_lines";"Duplicated Lines on New Code";"Duplications";"INT";-1;50.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"new_duplicated_lines_density";"Duplicated Lines on New Code (%)";"Duplications";"PERCENT";-1;33.11;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"new_sqale_debt_ratio";"Technical Debt Ratio on New Code";"Maintainability";"PERCENT";-1;0.37;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"uncovered_conditions";"Uncovered Conditions";"Coverage";"INT";-1;27.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"new_uncovered_conditions";"Uncovered Conditions on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"uncovered_lines";"Uncovered Lines";"Coverage";"INT";-1;95.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"new_uncovered_lines";"Uncovered Lines on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"test_execution_time";"Unit Test Duration";"Coverage";"MILLISEC";-1;1947.00;-350.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"test_errors";"Unit Test Errors";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"test_failures";"Unit Test Failures";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"tests";"Unit Tests";"Coverage";"INT";-1;5.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"test_success_density";"Unit Test Success (%)";"Coverage";"PERCENT";1;100.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"vulnerabilities";"Vulnerabilities";"Security";"INT";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-1907C";"2019-07-31 14:41:51";"wont_fix_issues";"Won't Fix Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"directories";"Directories";"Size";"INT";-1;16.00;1.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"duplicated_blocks";"Duplicated Blocks";"Duplications";"INT";-1;292.00;203.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_duplicated_blocks";"Duplicated Blocks on New Code";"Duplications";"INT";-1;198.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"duplicated_files";"Duplicated Files";"Duplications";"INT";-1;7.00;4.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"duplicated_lines";"Duplicated Lines";"Duplications";"INT";-1;3380.00;2422.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"duplicated_lines_density";"Duplicated Lines (%)";"Duplications";"PERCENT";-1;15.10;7.80
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_duplicated_lines";"Duplicated Lines on New Code";"Duplications";"INT";-1;2262.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_duplicated_lines_density";"Duplicated Lines on New Code (%)";"Duplications";"PERCENT";-1;23.15;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"effort_to_reach_maintainability_rating_a";"Effort to Reach Maintainability Rating A";"Maintainability";"WORK_DUR";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"false_positive_issues";"False Positive Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"info_violations";"Info Issues";"Issues";"INT";-1;35.00;18.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"violations";"Issues";"Issues";"INT";-1;420.00;-10.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"line_coverage";"Line Coverage";"Coverage";"PERCENT";1;84.40;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"lines";"Lines";"Size";"INT";-1;22439.00;9401.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"ncloc";"Lines of Code";"Size";"INT";-1;16029.00;7257.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"lines_to_cover";"Lines to Cover";"Coverage";"INT";-1;608.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_lines_to_cover";"Lines to Cover on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"sqale_rating";"Maintainability Rating";"Maintainability";"RATING";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_maintainability_rating";"Maintainability Rating on New Code";"Maintainability";"RATING";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"major_violations";"Major Issues";"Issues";"INT";-1;58.00;17.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"minor_violations";"Minor Issues";"Issues";"INT";-1;327.00;-15.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_blocker_violations";"New Blocker Issues";"Issues";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_bugs";"New Bugs";"Reliability";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_code_smells";"New Code Smells";"Maintainability";"INT";-1;414.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_critical_violations";"New Critical Issues";"Issues";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_info_violations";"New Info Issues";"Issues";"INT";-1;34.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_violations";"New Issues";"Issues";"INT";-1;416.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_lines";"New Lines";"Size";"INT";-1;9773.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_major_violations";"New Major Issues";"Issues";"INT";-1;58.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_minor_violations";"New Minor Issues";"Issues";"INT";-1;324.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_vulnerabilities";"New Vulnerabilities";"Security";"INT";-1;2.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"open_issues";"Open Issues";"Issues";"INT";-1;420.00;-10.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"reliability_rating";"Reliability Rating";"Reliability";"RATING";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_reliability_rating";"Reliability Rating on New Code";"Reliability";"RATING";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"reliability_remediation_effort";"Reliability Remediation Effort";"Reliability";"WORK_DUR";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"reopened_issues";"Reopened Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"complexity";"Cyclomatic Complexity";"Complexity";"INT";-1;654.00;219.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"files";"Files";"Size";"INT";-1;55.00;4.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"functions";"Functions";"Size";"INT";-1;352.00;79.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"security_rating";"Security Rating";"Security";"RATING";-1;3.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_security_rating";"Security Rating on New Code";"Security";"RATING";-1;3.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"sqale_index";"Technical Debt";"Maintainability";"WORK_DUR";-1;4778.00;1243.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"sqale_debt_ratio";"Technical Debt Ratio";"Maintainability";"PERCENT";-1;1.00;-0.30
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_technical_debt";"Added Technical Debt";"Maintainability";"WORK_DUR";-1;4770.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"blocker_violations";"Blocker Issues";"Issues";"INT";-1;0.00;-1.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"bugs";"Bugs";"Reliability";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"classes";"Classes";"Size";"INT";-1;29.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"code_smells";"Code Smells";"Maintainability";"INT";-1;418.00;-11.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"cognitive_complexity";"Cognitive Complexity";"Complexity";"INT";-1;90.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"comment_lines";"Comment Lines";"Size";"INT";1;3763.00;1485.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"comment_lines_density";"Comments (%)";"Size";"PERCENT";1;19.00;-1.60
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"branch_coverage";"Condition Coverage";"Coverage";"PERCENT";1;74.50;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"critical_violations";"Critical Issues";"Issues";"INT";-1;0.00;-29.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"conditions_to_cover";"Conditions to Cover";"Coverage";"INT";0;106.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_conditions_to_cover";"Conditions to Cover on New Code";"Coverage";"INT";0;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"confirmed_issues";"Confirmed Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"coverage";"Coverage";"Coverage";"PERCENT";1;82.90;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"security_remediation_effort";"Security Remediation Effort";"Security";"WORK_DUR";-1;60.00;30.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_security_remediation_effort";"Security Remediation Effort on New Code";"Security";"WORK_DUR";-1;60.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"skipped_tests";"Skipped Unit Tests";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"statements";"Statements";"Size";"INT";-1;3362.00;1130.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_sqale_debt_ratio";"Technical Debt Ratio on New Code";"Maintainability";"PERCENT";-1;1.61;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"uncovered_conditions";"Uncovered Conditions";"Coverage";"INT";-1;27.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_uncovered_conditions";"Uncovered Conditions on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"uncovered_lines";"Uncovered Lines";"Coverage";"INT";-1;95.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"new_uncovered_lines";"Uncovered Lines on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"test_execution_time";"Unit Test Duration";"Coverage";"MILLISEC";-1;1470.00;-827.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"test_errors";"Unit Test Errors";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"test_failures";"Unit Test Failures";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"tests";"Unit Tests";"Coverage";"INT";-1;5.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"test_success_density";"Unit Test Success (%)";"Coverage";"PERCENT";1;100.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"vulnerabilities";"Vulnerabilities";"Security";"INT";-1;2.00;1.00
"LJOU_Batch";"LJOU";"branches/19.C03";"V19-03-SNAPSHOT";"2019-10-24 15:14:00";"wont_fix_issues";"Won't Fix Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"directories";"Directories";"Size";"INT";-1;15.00;2.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"duplicated_blocks";"Duplicated Blocks";"Duplications";"INT";-1;89.00;-4.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_duplicated_blocks";"Duplicated Blocks on New Code";"Duplications";"INT";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"duplicated_files";"Duplicated Files";"Duplications";"INT";-1;3.00;-2.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"duplicated_lines";"Duplicated Lines";"Duplications";"INT";-1;960.00;-168.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"duplicated_lines_density";"Duplicated Lines (%)";"Duplications";"PERCENT";-1;6.70;-2.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_duplicated_lines";"Duplicated Lines on New Code";"Duplications";"INT";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_duplicated_lines_density";"Duplicated Lines on New Code (%)";"Duplications";"PERCENT";-1;0.69;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"effort_to_reach_maintainability_rating_a";"Effort to Reach Maintainability Rating A";"Maintainability";"WORK_DUR";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"false_positive_issues";"False Positive Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"info_violations";"Info Issues";"Issues";"INT";-1;21.00;3.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"violations";"Issues";"Issues";"INT";-1;392.00;-39.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"line_coverage";"Line Coverage";"Coverage";"PERCENT";1;84.40;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"lines";"Lines";"Size";"INT";-1;14223.00;1256.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"ncloc";"Lines of Code";"Size";"INT";-1;8677.00;-14.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"lines_to_cover";"Lines to Cover";"Coverage";"INT";-1;608.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_lines_to_cover";"Lines to Cover on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"sqale_rating";"Maintainability Rating";"Maintainability";"RATING";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_maintainability_rating";"Maintainability Rating on New Code";"Maintainability";"RATING";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"major_violations";"Major Issues";"Issues";"INT";-1;12.00;-31.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"minor_violations";"Minor Issues";"Issues";"INT";-1;330.00;-10.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_blocker_violations";"New Blocker Issues";"Issues";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_bugs";"New Bugs";"Reliability";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_code_smells";"New Code Smells";"Maintainability";"INT";-1;13.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_critical_violations";"New Critical Issues";"Issues";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_info_violations";"New Info Issues";"Issues";"INT";-1;9.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_violations";"New Issues";"Issues";"INT";-1;16.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_lines";"New Lines";"Size";"INT";-1;145.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_major_violations";"New Major Issues";"Issues";"INT";-1;5.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_minor_violations";"New Minor Issues";"Issues";"INT";-1;2.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_vulnerabilities";"New Vulnerabilities";"Security";"INT";-1;3.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"open_issues";"Open Issues";"Issues";"INT";-1;392.00;-39.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"reliability_rating";"Reliability Rating";"Reliability";"RATING";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_reliability_rating";"Reliability Rating on New Code";"Reliability";"RATING";-1;1.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"reliability_remediation_effort";"Reliability Remediation Effort";"Reliability";"WORK_DUR";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"reopened_issues";"Reopened Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"complexity";"Cyclomatic Complexity";"Complexity";"INT";-1;453.00;15.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"files";"Files";"Size";"INT";-1;58.00;9.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"functions";"Functions";"Size";"INT";-1;276.00;3.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"security_rating";"Security Rating";"Security";"RATING";-1;3.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_security_rating";"Security Rating on New Code";"Security";"RATING";-1;3.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"sqale_index";"Technical Debt";"Maintainability";"WORK_DUR";-1;1683.00;-1852.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"sqale_debt_ratio";"Technical Debt Ratio";"Maintainability";"PERCENT";-1;0.60;-0.80
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_technical_debt";"Added Technical Debt";"Maintainability";"WORK_DUR";-1;120.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"blocker_violations";"Blocker Issues";"Issues";"INT";-1;1.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"bugs";"Bugs";"Reliability";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"classes";"Classes";"Size";"INT";-1;29.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"code_smells";"Code Smells";"Maintainability";"INT";-1;388.00;-42.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"cognitive_complexity";"Cognitive Complexity";"Complexity";"INT";-1;90.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"comment_lines";"Comment Lines";"Size";"INT";1;2249.00;-35.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"comment_lines_density";"Comments (%)";"Size";"PERCENT";1;20.60;-0.20
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"branch_coverage";"Condition Coverage";"Coverage";"PERCENT";1;74.50;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"critical_violations";"Critical Issues";"Issues";"INT";-1;28.00;-1.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"conditions_to_cover";"Conditions to Cover";"Coverage";"INT";0;106.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_conditions_to_cover";"Conditions to Cover on New Code";"Coverage";"INT";0;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"confirmed_issues";"Confirmed Issues";"Issues";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"coverage";"Coverage";"Coverage";"PERCENT";1;82.90;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"security_remediation_effort";"Security Remediation Effort";"Security";"WORK_DUR";-1;120.00;90.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_security_remediation_effort";"Security Remediation Effort on New Code";"Security";"WORK_DUR";-1;90.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"skipped_tests";"Skipped Unit Tests";"Coverage";"INT";-1;0.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"statements";"Statements";"Size";"INT";-1;2247.00;13.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_sqale_debt_ratio";"Technical Debt Ratio on New Code";"Maintainability";"PERCENT";-1;3.14;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"uncovered_conditions";"Uncovered Conditions";"Coverage";"INT";-1;27.00;0.00
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"new_uncovered_conditions";"Uncovered Conditions on New Code";"Coverage";"INT";-1;0.00;
"LJOU_Batch";"LJOU";"branches/19.C02";"V19-02-1912B";"2019-12-09 15:32:44";"uncovered_lines";"Uncovered Lines";"Coverage";"INT";-1;95.00;0.00
