"P.NmPrj";"P.QdrRef";"B.NmBra";"A.VrsAny";"A.DatAny";"M.CleMtr";"M.NmMtr";"M.DmnMtr";"M.TypMtr";"M.TopVal";"MV.ValGbl";"MV.VarPndPedRef"
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"effort_to_reach_maintainability_rating_a";"Effort to Reach Maintainability Rating A";"Maintainability";"WORK_DUR";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"false_positive_issues";"False Positive Issues";"Issues";"INT";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"files";"Files";"Size";"INT";-1;120.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"functions";"Functions";"Size";"INT";-1;402.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"info_violations";"Info Issues";"Issues";"INT";-1;1.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"violations";"Issues";"Issues";"INT";-1;193.00;-27.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"line_coverage";"Line Coverage";"Coverage";"PERCENT";1;36.50;0.20
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_line_coverage";"Line Coverage on New Code";"Coverage";"PERCENT";1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"lines";"Lines";"Size";"INT";-1;8607.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"ncloc";"Lines of Code";"Size";"INT";-1;3464.00;-4.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"lines_to_cover";"Lines to Cover";"Coverage";"INT";-1;1138.00;-6.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_lines_to_cover";"Lines to Cover on New Code";"Coverage";"INT";-1;1.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"sqale_rating";"Maintainability Rating";"Maintainability";"RATING";-1;1.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_maintainability_rating";"Maintainability Rating on New Code";"Maintainability";"RATING";-1;1.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"minor_violations";"Minor Issues";"Issues";"INT";-1;22.00;3.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_blocker_violations";"New Blocker Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_bugs";"New Bugs";"Reliability";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_code_smells";"New Code Smells";"Maintainability";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_critical_violations";"New Critical Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_info_violations";"New Info Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_violations";"New Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_lines";"New Lines";"Size";"INT";-1;1.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_major_violations";"New Major Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_minor_violations";"New Minor Issues";"Issues";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_vulnerabilities";"New Vulnerabilities";"Security";"INT";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"open_issues";"Open Issues";"Issues";"INT";-1;193.00;-27.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"reliability_rating";"Reliability Rating";"Reliability";"RATING";-1;3.00;-1.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_reliability_rating";"Reliability Rating on New Code";"Reliability";"RATING";-1;1.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"reliability_remediation_effort";"Reliability Remediation Effort";"Reliability";"WORK_DUR";-1;30.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_reliability_remediation_effort";"Reliability Remediation Effort on New Code";"Reliability";"WORK_DUR";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"reopened_issues";"Reopened Issues";"Issues";"INT";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"security_rating";"Security Rating";"Security";"RATING";-1;1.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_security_rating";"Security Rating on New Code";"Security";"RATING";-1;1.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"security_remediation_effort";"Security Remediation Effort";"Security";"WORK_DUR";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"skipped_tests";"Skipped Unit Tests";"Coverage";"INT";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"statements";"Statements";"Size";"INT";-1;1373.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"sqale_index";"Technical Debt";"Maintainability";"WORK_DUR";-1;2158.00;-201.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"sqale_debt_ratio";"Technical Debt Ratio";"Maintainability";"PERCENT";-1;2.10;-0.20
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_technical_debt";"Added Technical Debt";"Maintainability";"WORK_DUR";-1;0.00;
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"blocker_violations";"Blocker Issues";"Issues";"INT";-1;0.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"bugs";"Bugs";"Reliability";"INT";-1;5.00;1.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"classes";"Classes";"Size";"INT";-1;93.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"code_smells";"Code Smells";"Maintainability";"INT";-1;188.00;-28.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"cognitive_complexity";"Cognitive Complexity";"Complexity";"INT";-1;255.00;255.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"comment_lines";"Comment Lines";"Size";"INT";1;1188.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"comment_lines_density";"Comments (%)";"Size";"PERCENT";1;25.50;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"branch_coverage";"Condition Coverage";"Coverage";"PERCENT";1;13.20;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"major_violations";"Major Issues";"Issues";"INT";-1;151.00;-38.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"conditions_to_cover";"Conditions to Cover";"Coverage";"INT";0;364.00;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"new_conditions_to_cover";"Conditions to Cover on New Code";"Coverage";"INT";0;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"effort_to_reach_maintainability_rating_a";"Effort to Reach Maintainability Rating A";"Maintainability";"WORK_DUR";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"false_positive_issues";"False Positive Issues";"Issues";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"files";"Files";"Size";"INT";-1;89.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"functions";"Functions";"Size";"INT";-1;563.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"info_violations";"Info Issues";"Issues";"INT";-1;113.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"violations";"Issues";"Issues";"INT";-1;558.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"line_coverage";"Line Coverage";"Coverage";"PERCENT";1;57.20;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"lines";"Lines";"Size";"INT";-1;18802.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"ncloc";"Lines of Code";"Size";"INT";-1;13303.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"lines_to_cover";"Lines to Cover";"Coverage";"INT";-1;2369.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_lines_to_cover";"Lines to Cover on New Code";"Coverage";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"sqale_rating";"Maintainability Rating";"Maintainability";"RATING";-1;1.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_maintainability_rating";"Maintainability Rating on New Code";"Maintainability";"RATING";-1;1.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"minor_violations";"Minor Issues";"Issues";"INT";-1;204.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_blocker_violations";"New Blocker Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_bugs";"New Bugs";"Reliability";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_code_smells";"New Code Smells";"Maintainability";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_critical_violations";"New Critical Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_info_violations";"New Info Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_violations";"New Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_lines";"New Lines";"Size";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_major_violations";"New Major Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_minor_violations";"New Minor Issues";"Issues";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_vulnerabilities";"New Vulnerabilities";"Security";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"open_issues";"Open Issues";"Issues";"INT";-1;558.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"reliability_rating";"Reliability Rating";"Reliability";"RATING";-1;5.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_reliability_rating";"Reliability Rating on New Code";"Reliability";"RATING";-1;1.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"reliability_remediation_effort";"Reliability Remediation Effort";"Reliability";"WORK_DUR";-1;250.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_reliability_remediation_effort";"Reliability Remediation Effort on New Code";"Reliability";"WORK_DUR";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"reopened_issues";"Reopened Issues";"Issues";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"security_rating";"Security Rating";"Security";"RATING";-1;3.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_security_rating";"Security Rating on New Code";"Security";"RATING";-1;1.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"security_remediation_effort";"Security Remediation Effort";"Security";"WORK_DUR";-1;780.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_security_remediation_effort";"Security Remediation Effort on New Code";"Security";"WORK_DUR";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"skipped_tests";"Skipped Unit Tests";"Coverage";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"statements";"Statements";"Size";"INT";-1;3394.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"sqale_index";"Technical Debt";"Maintainability";"WORK_DUR";-1;9654.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"sqale_debt_ratio";"Technical Debt Ratio";"Maintainability";"PERCENT";-1;2.40;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_technical_debt";"Added Technical Debt";"Maintainability";"WORK_DUR";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"blocker_violations";"Blocker Issues";"Issues";"INT";-1;1.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"bugs";"Bugs";"Reliability";"INT";-1;9.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"classes";"Classes";"Size";"INT";-1;18.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"code_smells";"Code Smells";"Maintainability";"INT";-1;523.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"cognitive_complexity";"Cognitive Complexity";"Complexity";"INT";-1;528.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"comment_lines";"Comment Lines";"Size";"INT";1;2099.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"comment_lines_density";"Comments (%)";"Size";"PERCENT";1;13.60;0.00
"DSRJ";"DSRJ";"master";"V18-01-SNAPSHOT";"2019-04-09 11:03:20";"confirmed_issues";"Confirmed Issues";"Issues";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"branch_coverage";"Condition Coverage";"Coverage";"PERCENT";1;47.30;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"major_violations";"Major Issues";"Issues";"INT";-1;207.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"conditions_to_cover";"Conditions to Cover";"Coverage";"INT";0;592.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_conditions_to_cover";"Conditions to Cover on New Code";"Coverage";"INT";0;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"confirmed_issues";"Confirmed Issues";"Issues";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"coverage";"Coverage";"Coverage";"PERCENT";1;55.20;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"critical_violations";"Critical Issues";"Issues";"INT";-1;33.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"complexity";"Cyclomatic Complexity";"Complexity";"INT";-1;1142.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"directories";"Directories";"Size";"INT";-1;19.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"duplicated_blocks";"Duplicated Blocks";"Duplications";"INT";-1;90.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_duplicated_blocks";"Duplicated Blocks on New Code";"Duplications";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"duplicated_files";"Duplicated Files";"Duplications";"INT";-1;33.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"duplicated_lines";"Duplicated Lines";"Duplications";"INT";-1;2949.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"duplicated_lines_density";"Duplicated Lines (%)";"Duplications";"PERCENT";-1;15.70;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_duplicated_lines";"Duplicated Lines on New Code";"Duplications";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_sqale_debt_ratio";"Technical Debt Ratio on New Code";"Maintainability";"PERCENT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"uncovered_conditions";"Uncovered Conditions";"Coverage";"INT";-1;312.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_uncovered_conditions";"Uncovered Conditions on New Code";"Coverage";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"uncovered_lines";"Uncovered Lines";"Coverage";"INT";-1;1014.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"new_uncovered_lines";"Uncovered Lines on New Code";"Coverage";"INT";-1;0.00;
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"test_execution_time";"Unit Test Duration";"Coverage";"MILLISEC";-1;1620.00;213.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"test_errors";"Unit Test Errors";"Coverage";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"test_failures";"Unit Test Failures";"Coverage";"INT";-1;0.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"tests";"Unit Tests";"Coverage";"INT";-1;15.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"test_success_density";"Unit Test Success (%)";"Coverage";"PERCENT";1;100.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"vulnerabilities";"Vulnerabilities";"Security";"INT";-1;26.00;0.00
"DHPR_Batch";"DHPR";"branches/18.L02";"V18-02-1907A";"2019-07-12 10:49:56";"wont_fix_issues";"Won't Fix Issues";"Issues";"INT";-1;4.00;0.00
"DHPR_Batch";"DHPR";"branches/19.C02";"V19-03-1907Q";"2019-07-31 10:20:12";"vulnerabilities";"Vulnerabilities";"Security";"INT";-1;33.00;7.00
"DHPR_Batch";"DHPR";"branches/19.C02";"V19-03-1907Q";"2019-07-31 10:20:12";"wont_fix_issues";"Won't Fix Issues";"Issues";"INT";-1;4.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"effort_to_reach_maintainability_rating_a";"Effort to Reach Maintainability Rating A";"Maintainability";"WORK_DUR";-1;0.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"false_positive_issues";"False Positive Issues";"Issues";"INT";-1;0.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"files";"Files";"Size";"INT";-1;12871.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"functions";"Functions";"Size";"INT";-1;172030.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"generated_lines";"Generated Lines";"Size";"INT";-1;0.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"generated_ncloc";"Generated Lines of Code";"Size";"INT";-1;6879.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"info_violations";"Info Issues";"Issues";"INT";-1;26.00;26.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"violations";"Issues";"Issues";"INT";-1;235906.00;3218.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"lines";"Lines";"Size";"INT";-1;5291728.00;89.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"ncloc";"Lines of Code";"Size";"INT";-1;3502709.00;32.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_lines_to_cover";"Lines to Cover on New Code";"Coverage";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"sqale_rating";"Maintainability Rating";"Maintainability";"RATING";-1;1.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_maintainability_rating";"Maintainability Rating on New Code";"Maintainability";"RATING";-1;3.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"minor_violations";"Minor Issues";"Issues";"INT";-1;793.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_blocker_violations";"New Blocker Issues";"Issues";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_bugs";"New Bugs";"Reliability";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_code_smells";"New Code Smells";"Maintainability";"INT";-1;1516.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_critical_violations";"New Critical Issues";"Issues";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_info_violations";"New Info Issues";"Issues";"INT";-1;4.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_violations";"New Issues";"Issues";"INT";-1;1516.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_lines";"New Lines";"Size";"INT";-1;109.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_major_violations";"New Major Issues";"Issues";"INT";-1;1512.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_minor_violations";"New Minor Issues";"Issues";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_vulnerabilities";"New Vulnerabilities";"Security";"INT";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"open_issues";"Open Issues";"Issues";"INT";-1;235906.00;3218.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"reliability_rating";"Reliability Rating";"Reliability";"RATING";-1;5.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_reliability_rating";"Reliability Rating on New Code";"Reliability";"RATING";-1;1.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"reliability_remediation_effort";"Reliability Remediation Effort";"Reliability";"WORK_DUR";-1;1123182.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_reliability_remediation_effort";"Reliability Remediation Effort on New Code";"Reliability";"WORK_DUR";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"reopened_issues";"Reopened Issues";"Issues";"INT";-1;0.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"security_rating";"Security Rating";"Security";"RATING";-1;4.00;0.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_security_rating";"Security Rating on New Code";"Security";"RATING";-1;1.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"security_remediation_effort";"Security Remediation Effort";"Security";"WORK_DUR";-1;52265.00;50100.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"new_security_remediation_effort";"Security Remediation Effort on New Code";"Security";"WORK_DUR";-1;0.00;
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"statements";"Statements";"Size";"INT";-1;1716211.00;22.00
"starweb_metier";"LSWM";"branches/19.01.10";"19.01.10";"2019-07-20 04:00:27";"sqale_index";"Technical Debt";"Maintainability";"WORK_DUR";-1;4961682.00;8042.00
